oid,timestamp,date,hour,x,y,vehicle_count,pedestrian_count,congestion_level,weather_condition,temperature,location,other_oid,other_class,other_x,other_y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw
oid_24,2023-01-02 00:00:00,2023-01-02,0,42.5219358750623,33.405481458672966,11,9,low,sunny,33.317005458156345,Location_24,"['oid_531', 'oid_87', 'oid_716', 'oid_365']","['pedestrian', 'pedestrian', 'pedestrian', 'vehicle']","[17.162659435078275, 39.53114794105911, 84.25177447229956, 44.162478509878845]","[18.974109238195634, 95.82262183191723, 69.73648525967164, 54.4812582556086]",,,,,,
oid_25,2023-01-02 01:00:00,2023-01-02,1,82.38367180068677,70.83450430260018,1,16,medium,cloudy,5.328834105965235,Location_25,"['oid_726', 'oid_418', 'oid_749', 'oid_20']","['pedestrian', 'cyclist', 'vehicle', 'cyclist']","[96.75712945870774, 21.069462441910535, 19.70834086835911, 86.65085017448448]","[39.998454274322505, 87.66111719577727, 59.38883217856093, 21.307443168006092]",,,,,,
oid_26,2023-01-02 02:00:00,2023-01-02,2,40.587545902597434,41.56966798738032,5,29,high,rainy,-8.913877224878394,Location_26,"['oid_19', 'oid_688', 'oid_369', 'oid_580', 'oid_654']","['cyclist', 'pedestrian', 'vehicle', 'pedestrian', 'cyclist']","[20.673144262208975, 91.09399847125992, 7.493106608253064, 48.633994759873936, 98.74311171350392]","[88.14005765195822, 83.08562573946098, 54.339226693719375, 99.06626765957462, 45.22360113801327]",,,,,,
oid_27,2023-01-02 03:00:00,2023-01-02,3,88.35736511683737,87.04690071730089,13,12,medium,snowy,8.07914049872053,Location_27,['oid_27'],['pedestrian'],[3.146944135523344],[52.32642828046665],,,,,,
oid_28,2023-01-02 04:00:00,2023-01-02,4,22.66202457486327,36.60002086602335,9,8,low,sunny,16.167675513427106,Location_28,['oid_885'],['pedestrian'],[68.95666485794939],[57.072194373384136],,,,,,
oid_29,2023-01-02 05:00:00,2023-01-02,5,82.04920244690896,0.8494965799237919,5,36,low,snowy,-3.6101764220866785,Location_29,['oid_258'],['vehicle'],[66.69943291358219],[25.167716028668796],,,,,,
oid_30,2023-01-02 06:00:00,2023-01-02,6,50.68198230231291,50.61733240359777,4,37,high,snowy,21.077671107659505,Location_30,['oid_123'],['pedestrian'],[67.7540909701498],[25.139590264836965],,,,,,
oid_31,2023-01-02 07:00:00,2023-01-02,7,20.548178473884693,96.15631571018618,13,27,medium,rainy,29.703534317939322,Location_31,"['oid_69', 'oid_777', 'oid_372', 'oid_805', 'oid_906']","['pedestrian', 'pedestrian', 'cyclist', 'cyclist', 'vehicle']","[26.43282470167859, 19.789571363864688, 80.79064751362802, 95.84643973787249, 37.250401950262834]","[30.781601796691703, 54.096729086710816, 13.030412522827927, 5.218184901463763, 78.33054085508813]",,,,,,
oid_32,2023-01-02 08:00:00,2023-01-02,8,18.251723761177395,2.8817076680065057,8,15,low,snowy,4.773480725627509,Location_32,"['oid_959', 'oid_728', 'oid_413', 'oid_20', 'oid_524']","['vehicle', 'vehicle', 'pedestrian', 'pedestrian', 'pedestrian']","[28.576074770177872, 16.602324634290433, 35.587592083090044, 11.856709967310175, 7.949845981180248]","[96.36009610120612, 73.94434570570952, 81.21324380459927, 14.681516946064876, 85.52582975440262]",,,,,,
oid_33,2023-01-02 09:00:00,2023-01-02,9,39.16434740557505,71.87416131979451,15,28,high,cloudy,20.067825580135597,Location_33,"['oid_285', 'oid_858', 'oid_965', 'oid_426']","['cyclist', 'pedestrian', 'cyclist', 'vehicle']","[2.2836053905281983, 8.200557226290318, 29.1887693787934, 43.838920074661914]","[85.83508568845964, 26.031842023974562, 8.363962328611407, 85.25496947036635]",,,,,,
oid_34,2023-01-02 10:00:00,2023-01-02,10,46.72325335105375,35.225677614997664,9,39,low,cloudy,25.533569120229842,Location_34,['oid_357'],['pedestrian'],[9.202444675022637],[16.860060905236686],,,,,,
oid_35,2023-01-02 11:00:00,2023-01-02,11,63.52305925797149,78.11855658425193,3,37,low,cloudy,11.673385794418483,Location_35,"['oid_627', 'oid_490', 'oid_915', 'oid_592']","['pedestrian', 'cyclist', 'pedestrian', 'pedestrian']","[17.241271879753274, 2.1220457288744665, 70.0698037876806, 55.02180751537138]","[94.12842930697121, 66.33894914482639, 56.033819440565445, 31.387195967675463]",,,,,,
oid_36,2023-01-02 12:00:00,2023-01-02,12,31.83528549532424,79.88154733250973,8,0,medium,snowy,19.22657529983962,Location_36,"['oid_395', 'oid_462', 'oid_693', 'oid_927']","['cyclist', 'cyclist', 'pedestrian', 'vehicle']","[76.61424232457273, 34.75205810511112, 13.61292876842841, 84.8646855460348]","[9.402290209188891, 6.912502656405861, 89.29295972089719, 1.9847912924867206]",,,,,,
oid_37,2023-01-02 13:00:00,2023-01-02,13,42.16041884339481,43.20083470229152,1,6,low,rainy,6.690451059197613,Location_37,"['oid_577', 'oid_266']","['vehicle', 'cyclist']","[58.67949706731741, 32.09363114479184]","[8.224984204291907, 27.99543203760325]",,,,,,
oid_38,2023-01-02 14:00:00,2023-01-02,14,27.803734933514146,3.061894432365553,8,48,low,cloudy,-2.3598828629809896,Location_38,"['oid_349', 'oid_1000', 'oid_394', 'oid_154', 'oid_19']","['vehicle', 'cyclist', 'cyclist', 'cyclist', 'vehicle']","[67.90335988131471, 33.579985568354886, 49.924707073356856, 76.79996937378894, 63.64950135559886]","[99.74147254175556, 2.324397889408303, 25.823114383941935, 60.067170247303295, 91.51958409782411]",,,,,,
oid_39,2023-01-02 15:00:00,2023-01-02,15,82.1027380334093,37.78257552362733,7,49,high,snowy,20.012478070794135,Location_39,['oid_988'],['cyclist'],[97.73368013838646],[96.91688149143883],,,,,,
oid_40,2023-01-02 16:00:00,2023-01-02,16,39.420001804182206,18.01433969220998,13,5,low,snowy,8.271139523523129,Location_40,"['oid_753', 'oid_476', 'oid_389']","['pedestrian', 'pedestrian', 'vehicle']","[56.54216741137016, 74.64652090868691, 75.26995530238317]","[23.634873915131028, 92.69099589697282, 95.43848504335875]",,,,,,
oid_41,2023-01-02 17:00:00,2023-01-02,17,92.32384592754443,86.68511842077481,6,8,high,rainy,14.036760811583271,Location_41,"['oid_273', 'oid_190', 'oid_501', 'oid_306']","['cyclist', 'pedestrian', 'cyclist', 'vehicle']","[31.996032438456034, 59.082991007794305, 52.9906164666376, 99.07125520829385]","[15.244778836420569, 85.37058803358435, 51.57698335777907, 0.397787445116804]",,,,,,
oid_42,2023-01-02 18:00:00,2023-01-02,18,95.05291624143291,49.39739098177066,16,36,low,sunny,-9.845442680467047,Location_42,"['oid_513', 'oid_826', 'oid_188', 'oid_494']","['pedestrian', 'pedestrian', 'pedestrian', 'cyclist']","[19.76761845696039, 69.02723743111513, 45.85999685994406, 81.05024565967506]","[5.430407629860879, 47.88070912310265, 68.16546804419433, 76.49211573012755]",,,,,,
oid_43,2023-01-02 19:00:00,2023-01-02,19,38.29474557429799,86.81049212269426,4,5,low,rainy,4.6633057448940605,Location_43,"['oid_55', 'oid_658', 'oid_369', 'oid_675', 'oid_756']","['cyclist', 'cyclist', 'cyclist', 'vehicle', 'pedestrian']","[68.47516036180066, 16.004516076078012, 93.25700463472283, 16.737621740090013, 85.79268321885395]","[61.887133940982544, 39.793035872039184, 83.03334295081054, 58.13112526964069, 22.84932808378818]",,,,,,
oid_44,2023-01-02 20:00:00,2023-01-02,20,72.88073199679754,93.40854557306257,4,23,low,sunny,32.2076161313329,Location_44,['oid_340'],['vehicle'],[16.83615369617357],[51.95861805851333],,,,,,
oid_45,2023-01-02 21:00:00,2023-01-02,21,79.36986638499533,87.20578493240606,12,13,low,rainy,18.907098489633146,Location_45,"['oid_152', 'oid_738', 'oid_106']","['cyclist', 'pedestrian', 'vehicle']","[91.78041942575291, 35.590968831911454, 44.617140758577165]","[2.7229460145979267, 19.00646110083968, 13.148116946050937]",,,,,,
oid_46,2023-01-02 22:00:00,2023-01-02,22,44.35363155698966,30.620370861392633,12,13,low,cloudy,33.61680889377176,Location_46,"['oid_957', 'oid_45', 'oid_849', 'oid_837', 'oid_875']","['cyclist', 'vehicle', 'pedestrian', 'cyclist', 'cyclist']","[31.33030243259186, 19.5398439518085, 27.186564673084458, 55.089153617160726, 56.80600723972747]","[95.61736106799637, 85.87261846733465, 25.966080194396234, 91.10431989126256, 91.2523056624978]",,,,,,
oid_47,2023-01-02 23:00:00,2023-01-02,23,58.32545166858174,1.392391381900393,5,28,medium,rainy,-4.8827176219227795,Location_47,"['oid_56', 'oid_387']","['cyclist', 'vehicle']","[55.47337506054472, 30.01332183470543]","[7.971264758064967, 21.230578332665008]",,,,,,
oid_48,2023-01-03 00:00:00,2023-01-03,0,31.88795348168251,53.28200025280289,12,7,medium,snowy,19.45788566109985,Location_48,"['oid_490', 'oid_427', 'oid_303', 'oid_904']","['cyclist', 'vehicle', 'pedestrian', 'cyclist']","[11.074795191135545, 61.84433240236945, 42.66395846695811, 51.60805934898841]","[55.09574886084562, 41.106816130067806, 53.088913768504106, 78.19403027430121]",,,,,,
oid_49,2023-01-03 01:00:00,2023-01-03,1,36.06600805509866,2.1574170996411346,14,5,high,sunny,9.139621116610392,Location_49,['oid_411'],['vehicle'],[31.85841622432496],[98.56810039411509],,,,,,
oid_50,2023-01-03 02:00:00,2023-01-03,2,54.854358983200214,20.874657574231946,2,26,low,snowy,-6.2151491641323044,Location_50,"['oid_829', 'oid_440', 'oid_245']","['vehicle', 'cyclist', 'pedestrian']","[81.35972026611925, 43.90894418510616, 7.0720849432996395]","[90.31290218989476, 88.87542846560864, 99.2119563814322]",,,,,,
oid_51,2023-01-03 03:00:00,2023-01-03,3,83.29060779387372,4.6039779680021375,1,31,low,rainy,33.6013934653527,Location_51,"['oid_447', 'oid_514', 'oid_524', 'oid_872']","['vehicle', 'vehicle', 'cyclist', 'cyclist']","[2.5580865034870004, 28.83433480810821, 3.254904433779404, 76.71496812378669]","[9.015934955714155, 75.85347128289622, 59.879474809856546, 40.97182922786661]",,,,,,
oid_52,2023-01-03 04:00:00,2023-01-03,4,44.67053800887292,2.8516017467438926,18,45,low,rainy,10.346930962080506,Location_52,"['oid_427', 'oid_482', 'oid_915', 'oid_873', 'oid_132']","['cyclist', 'vehicle', 'cyclist', 'pedestrian', 'pedestrian']","[23.834343423502414, 53.28086429085182, 64.43310917586474, 76.84965839148286, 9.83149080809479]","[33.5995574582334, 71.44927686645194, 66.706255207406, 9.930267502458923, 98.6906432993269]",,,,,,
oid_53,2023-01-03 05:00:00,2023-01-03,5,93.78258241288549,79.77166462050364,14,0,low,rainy,3.7861484407373336,Location_53,"['oid_773', 'oid_894', 'oid_915', 'oid_47', 'oid_966']","['cyclist', 'vehicle', 'vehicle', 'cyclist', 'pedestrian']","[71.6391451011549, 22.72444748174436, 67.54855190807365, 8.93299913207979, 68.05172465457096]","[46.76335900419617, 35.1948313580703, 50.10690935607125, 18.089174668910957, 72.32208475995913]",,,,,,
oid_54,2023-01-03 06:00:00,2023-01-03,6,92.76174152435,38.67801942242144,7,47,medium,sunny,-0.39370258442840367,Location_54,"['oid_152', 'oid_650', 'oid_672', 'oid_11']","['cyclist', 'cyclist', 'pedestrian', 'pedestrian']","[87.12684114477386, 29.987280321672838, 48.361969306289645, 99.59699924465647]","[86.73849156180754, 9.803611256153022, 91.5108972542844, 3.5364803348489016]",,,,,,
oid_55,2023-01-03 07:00:00,2023-01-03,7,17.86892511287207,77.51808465885871,19,19,low,snowy,-8.980500759080863,Location_55,"['oid_691', 'oid_859', 'oid_225', 'oid_78']","['vehicle', 'cyclist', 'vehicle', 'pedestrian']","[20.088627412908487, 0.861132355676264, 9.390342401399687, 19.057689924671696]","[62.29630768292769, 40.15043374495417, 18.738277016910875, 83.43908140250655]",,,,,,
oid_56,2023-01-03 08:00:00,2023-01-03,8,28.706274179897097,42.58223470733435,6,6,medium,sunny,15.309962168266033,Location_56,"['oid_696', 'oid_772']","['vehicle', 'vehicle']","[61.88102494759874, 17.824254645818684]","[33.62418167509582, 25.270730052643707]",,,,,,
oid_57,2023-01-03 09:00:00,2023-01-03,9,41.271348733197286,92.80088866505778,7,49,high,snowy,21.244251522762863,Location_57,"['oid_810', 'oid_800', 'oid_76']","['vehicle', 'cyclist', 'cyclist']","[39.268297833168084, 13.34222873731309, 20.04824689372966]","[83.94026125406366, 95.10882513886007, 67.66027913299845]",,,,,,
oid_58,2023-01-03 10:00:00,2023-01-03,10,62.164838095742326,1.6168713216444308,8,2,medium,cloudy,-5.807619820066771,Location_58,"['oid_511', 'oid_976', 'oid_620', 'oid_954']","['vehicle', 'cyclist', 'vehicle', 'pedestrian']","[22.01192736873312, 67.9611485416023, 78.78214286787309, 31.821499391535056]","[12.358968359033884, 36.1542714539282, 75.41828865433735, 66.29502210752749]",,,,,,
oid_59,2023-01-03 11:00:00,2023-01-03,11,43.187814380884895,90.6299709653964,7,42,low,cloudy,33.5460851477693,Location_59,"['oid_156', 'oid_337', 'oid_884', 'oid_95']","['vehicle', 'vehicle', 'pedestrian', 'pedestrian']","[37.04602033883887, 22.061028947521354, 84.20460709158633, 83.18879065363336]","[78.01240454033915, 28.936177657768702, 18.434524824000363, 46.28928919247032]",,,,,,
oid_60,2023-01-03 12:00:00,2023-01-03,12,25.1545636612291,80.01542672496757,3,31,medium,sunny,34.24225998390677,Location_60,"['oid_415', 'oid_791', 'oid_153', 'oid_984']","['vehicle', 'vehicle', 'pedestrian', 'cyclist']","[9.206104115615299, 43.36718328099525, 1.8269753630657082, 61.65077317196661]","[57.51818419179621, 6.407233357157061, 89.15744862299519, 50.46209544692481]",,,,,,
oid_61,2023-01-03 13:00:00,2023-01-03,13,84.6602802287497,60.8682392406613,3,11,low,cloudy,34.09733172222484,Location_61,"['oid_352', 'oid_913', 'oid_70', 'oid_603']","['pedestrian', 'vehicle', 'pedestrian', 'pedestrian']","[92.24844690051684, 25.63892353560253, 45.6688818407319, 78.03578423563891]","[38.78397437093882, 11.655367451737963, 88.58522364116799, 16.50990361463557]",,,,,,
oid_62,2023-01-03 14:00:00,2023-01-03,14,94.72393576074147,58.83297824670649,18,11,medium,cloudy,-6.3646947284858,Location_62,"['oid_654', 'oid_598', 'oid_518', 'oid_378']","['pedestrian', 'vehicle', 'cyclist', 'cyclist']","[78.37756174851617, 76.57806592636867, 38.12422783120717, 3.1511773029121892]","[95.98610889314799, 30.258058575827242, 88.49441493070522, 3.849793599138285]",,,,,,
oid_63,2023-01-03 15:00:00,2023-01-03,15,12.110508856695834,93.44570892796379,2,24,low,sunny,31.39506252856171,Location_63,"['oid_394', 'oid_707', 'oid_5', 'oid_372']","['vehicle', 'cyclist', 'vehicle', 'vehicle']","[89.7840631046618, 55.925200905422756, 65.30458343749899, 67.6713876394669]","[56.819279486297226, 27.408114078639734, 94.0242601539676, 39.92221834795329]",,,,,,
oid_64,2023-01-03 16:00:00,2023-01-03,16,45.86363532797175,94.44755721004302,6,35,high,rainy,22.806362245877928,Location_64,"['oid_292', 'oid_7', 'oid_988']","['cyclist', 'cyclist', 'pedestrian']","[34.28459934276452, 11.167655533293308, 54.351017257720194]","[45.18792414531507, 11.909446257656741, 67.99517045463372]",,,,,,
oid_65,2023-01-03 17:00:00,2023-01-03,17,44.48785391075495,0.049630714517678864,9,28,medium,sunny,16.648002046004958,Location_65,"['oid_866', 'oid_583', 'oid_625']","['cyclist', 'vehicle', 'pedestrian']","[70.96759814978064, 94.34139414098544, 15.357153463202433]","[52.17803829938133, 51.189474095008514, 26.971296696042202]",,,,,,
oid_66,2023-01-03 18:00:00,2023-01-03,18,35.862989916824176,33.056094532651606,6,34,high,sunny,25.38247579923903,Location_66,"['oid_733', 'oid_355', 'oid_315']","['pedestrian', 'vehicle', 'vehicle']","[0.07285859185617305, 16.547408279327758, 68.05863343000418]","[14.642089093509425, 18.708665213867636, 10.510976218605784]",,,,,,
oid_67,2023-01-03 19:00:00,2023-01-03,19,20.209019712062126,80.82987091531729,18,5,low,snowy,4.254766264448049,Location_67,"['oid_179', 'oid_747', 'oid_322', 'oid_826', 'oid_215']","['cyclist', 'pedestrian', 'pedestrian', 'vehicle', 'pedestrian']","[19.297456102497136, 93.72650068839219, 79.36415630420964, 50.14565973154295, 52.786719421525206]","[82.392413703938, 63.304547494260035, 81.0813059566305, 83.91160065166994, 32.12452023932999]",,,,,,
oid_68,2023-01-03 20:00:00,2023-01-03,20,17.999271821973252,57.8589202664413,8,33,high,sunny,-6.47053911165364,Location_68,"['oid_291', 'oid_843', 'oid_928', 'oid_201', 'oid_314']","['vehicle', 'cyclist', 'pedestrian', 'pedestrian', 'pedestrian']","[58.93058830781721, 97.63597301120168, 76.84689992155033, 32.50045622943192, 79.47275358137132]","[17.217309140309457, 61.87236966610518, 49.88247475969491, 89.41320161528493, 1.8549215006403608]",,,,,,
oid_69,2023-01-03 21:00:00,2023-01-03,21,41.758810739026195,48.937179930038965,10,19,high,snowy,-8.334164066963133,Location_69,"['oid_566', 'oid_564', 'oid_507', 'oid_959']","['pedestrian', 'pedestrian', 'pedestrian', 'pedestrian']","[28.19355313738816, 15.897686931920896, 72.64004879657352, 15.50860970899265]","[40.33418909964633, 82.81839921242506, 94.72926886155436, 6.720792498028305]",,,,,,
oid_70,2023-01-03 22:00:00,2023-01-03,22,16.814466319074196,11.226820797486115,18,41,high,sunny,13.988251325507477,Location_70,"['oid_96', 'oid_115', 'oid_79', 'oid_219', 'oid_311']","['pedestrian', 'cyclist', 'cyclist', 'cyclist', 'pedestrian']","[63.63593420482177, 40.13409599300702, 30.39346863157911, 62.59067246892956, 30.110791619047994]","[18.86657306264525, 63.245694087104596, 48.374005849181444, 52.56463043880384, 55.152284702426556]",,,,,,
oid_71,2023-01-03 23:00:00,2023-01-03,23,72.83279881842229,1.9609131483049769,5,8,medium,sunny,34.534628385120165,Location_71,"['oid_977', 'oid_723', 'oid_894', 'oid_27', 'oid_423']","['vehicle', 'cyclist', 'vehicle', 'cyclist', 'pedestrian']","[48.78212238175564, 59.85437178981925, 47.03740399726662, 98.88517900080436, 53.25146167496566]","[52.17985371762467, 93.17698640732026, 7.373872074747934, 73.1796802759924, 47.51969597811768]",,,,,,
oid_72,2023-01-04 00:00:00,2023-01-04,0,65.97660879201706,48.93510679707784,5,31,high,rainy,14.607552752110099,Location_72,"['oid_871', 'oid_339', 'oid_704', 'oid_402', 'oid_221']","['pedestrian', 'cyclist', 'cyclist', 'pedestrian', 'pedestrian']","[99.87771951663417, 67.83609174833572, 71.70033980937995, 23.918601650290693, 22.199516298895993]","[9.094995820700225, 74.06999994363889, 15.420942720222186, 24.95388208705873, 9.287158757123382]",,,,,,
oid_73,2023-01-04 01:00:00,2023-01-04,1,90.69760532707828,57.54399790419789,14,36,low,snowy,22.04568698006085,Location_73,"['oid_827', 'oid_286', 'oid_920']","['cyclist', 'vehicle', 'cyclist']","[80.43691491788083, 67.49605837807265, 51.271632442272406]","[5.702810518915047, 74.41930129985562, 6.010925438566483]",,,,,,
